idx,Sentence,Fig_Exp,Replacement,DMS,SE,General,Type
1407,This gets repeated a few times and makes the logic pretty hard to follow.,hard to follow,This gets repeated a few times and becomes difficult to understand.,"The heavy snowfall made the trail hard to follow, causing the hikers hard to follow their way.",,hard to follow,idiom
1083,"Please worry not, it's very hard to keep track of all the dozens of variables",hard to keep track,"Please worry not, it's very hard to keep track of all the dozens of variables","Please don't be troubled, it's very difficult to manage and remember all the various types of recyclable materials in this waste management system.",,hard to keep track,idiom
823,Indeed it is hard to read.,hard to read,Indeed it is poorly written.,"The book had its pages stuck together, making it indeed hard to read.",,hard to read,idiom
1319,the bit that was hard to swallow is when i needed side effects to happen in the callback.,hard to swallow,the bit that was difficult to accept is when i needed side effects to happen in the callback.,"During the meal, the bit of steak that was hard to swallow occurred when I accidentally chewed on a peppercorn.",,hard to swallow,idiom
387,"Have a blessed day, don't forget to lock your front door this evening.",Have a blessed day,"Goodbye, don't forget to lock your front door this evening.","Enjoy a fruitful gardening experience, and ensure to close the shed before sunset.",,Have a blessed day,idiom
515,I don't have a great handle on how this is used.,have a great handle on,I don't have a much knowledge on how this is used.,John finally made the perfect pottery teapots that have a great handle on them.,,have a great handle on,idiom
57,"@LukeBoyer Hi Luke, can you please have a look?",have a look,"@LukeBoyer Hi Luke, can you please examine?","@LukeBoyer Hi Luke, can you please have a look at the stunning view from my balcony?",,have a look,idiom
432,"Hope this is fine, kindly have a look.",have a look,"Hope this is fine, kindly check it.","Hope this artwork is fine, kindly use your eyes to examine it.",,have a look,idiom
817,"Implementors of editors should do the right thing, I would expect the editor service to not have any smarts.",have any smarts,"Implementors of editors should do the right thing, I would expect the editor service to not to do the things in a wrong way and get away.",Implementors of leaders should make fair decisions; I would expect the governance system to not have any corrupt practices.,,have any smarts,idiom
908,Its been happening every time for a month now and i have no clue on a solution.,have no clue,Its been happening every time for a month now and I don't know anything about the solution.,"The power outages have been happening every day for a month now, and I have no hint about the resolution.",,have no clue,idiom
1537,We could have parity on this at least for sure !,have parity on,We could agree on this at least for sure !,The sports committee decided to have parity on the team sizes to create a fair competition.,,have parity on,idiom
46,"@hediet may I have some bless with this ?❤️ It would be great if I can opt out of this (maybe through some setting) as currently we have quick suggestion in our workspace setting, which forces me to press `ctrl/cmd+.` all the time to trigger a suggestion widget when the copilot is being too aggressive.","have some bless, all the time","@hediet may I have some help with this ?❤️ It would be great if I can opt out of this (maybe through some setting) as currently we have quick suggestion in our workspace setting, which forces me to press `ctrl/cmd+.` all the time to trigger a suggestion widget when the copilot is being too aggressive.","@hediet, may I have some bless with this? ❤️ It would be great to receive a few blessings for my garden soil as currently, the plants seem to be struggling and I have to press ""the 'control' button"" to adjust the irrigation system when the weather is too aggressive.",,"have some bless, all the time",idiom
516,I don't have the big picture here.,"have, big picture",I don't understand the overal logic here.,I don't possess the large painting in this room.,,"have, big picture",metaphor
274,"Clearly, I didn't have enough coffee today.","have, coffee","Clearly, I don't have a lot of energy today.","Clearly, I didn't have enough coffee grounds today to make a rich and aromatic morning cup",,"have, coffee",metaphor
816,imagine not having a fucking life,having a fucking life,imagine not having work-life balance.,imagine having to live without technology.,,having a fucking life,idiom
407,"Hey Steven, I believe there was an issue in your merge/rebase and GitHub is having a hard time understanding what happened.",having a hard time,"Hey Steven, I believe there was an issue in your merge/rebase and GitHub have problems with
understanding what happened.","Hey Steven, I believe there was an issue with your painting technique and you're having a hard time creating the desired artwork.",,having a hard time,idiom
522,I don't think having it both ways is a good idea.,having it both ways,I don't think trying to complying with both standards is a good idea.,I don't think having both chocolate and vanilla on the same cone is a good idea.,,having it both ways,idiom
1553,We were just having fun discussing things.,"having, fun, things","We were just enjoying ourselves, chatting among ourselves",We were having fun engaging in a board game and discussing various topics.,,"having, fun, things",metaphor
256,"But this surely need to get fixed, before someone's head explodes.",head explodes,"But this surely need to get fixed, before someone gets angry.","But this surely needs to get fixed, before a malfunctioning robot's head explodes.",,head explodes,idiom
925,"Kind of a head scratcher, _but_ it tracks with my understanding of how `.catch()` works.",head scratcher,"Kinda confusing, _but_ it tracks with my understanding of how `.catch()` works.","A bit perplexing, but it matches my comprehension of how travel visas are issued.",,head scratcher,idiom
388,Have to main the list here will be a maintenance headache.,headache,Have to main the list here will be difficult for maintenance .,Have to assess the trigger list here for the migraine headache.,,headache,metaphor
961,"Maybe a few of these lines can be re-arranged to avoid this, maybe not worth the headache.",headache,"Maybe a few of these lines can be re-arranged to avoid this, maybe not worth the trouble.","Maybe a few of these lines can be re-arranged to prevent the loud construction noise outside, maybe it will not give a headache.",,headache,metaphor
474,I am heading out of town and will review for our next release.,heading out of town,I am leaving the town and will review for our next release.,I am heading out of town and will explore new destinations for our next adventure.,,heading out of town,idiom
644,"I think we have been so heads down on Watson crash follow ups, we missed this.",heads down,"I think we have been so fully absorbed on Watson crash follow ups, we missed this.",I believe we have been so engrossed in the detailed analysis of car crashes that we overlooked this other important issue.,,heads down,idiom
250,But that's probably too heavy handed to build.,heavy handed,But that's probably too strict to build.,But that's probably too heavy handed to sew intricate embroidery.,,heavy handed,idiom
911,"Joining a table twice requires a crafted joins string and a crafted conditions string, else all hell breaks loose.",hell breaks loose,"Joining a table twice requires a crafted joins string and a crafted conditions string, else nothing works right.","Performing the complicated aerial stunt twice requires a perfectly timed dance routine and a well-rehearsed script, else chaos ensues.",,hell breaks loose,idiom
940,long is the way and hard that out of Hell leads up to light,"Hell, light",long is the way and hard that out of a bad situtaion leads up to improvement,Hard work is the journey and difficult route that out of poverty leads up to wealth.,,"Hell, light",metaphor
129,Ahh I thought this was for hero tracing or something like this.,hero tracing,Ahh I thought this was for hero tracing or something similar.,"Ahh, I thought this was for tracing my lost pet or something like this.",,hero tracing,metaphor
1490,Those goals sound good at a high level.,high level,Those goals sound good at an effective manner.,The audio quality of those amplifiers is better when the volume is set to a high level.,,high level,idiom
223,"But as I understand, `Config` is a super high level representation, and `tokenizer` should depend on it, not the other way around, so it feels a bit wrong to me that `config.tokenizer_class` even exists.","high level, other way around","But as I understand, `Config` is a super general representation, and `tokenizer` should depend on it, not vice versa, so you may think that it's a bit wrong to me that `config.tokenizer_class` even exists.","But as I understand, the project manager is responsible for overseeing the project, and the team members should follow their directions, not the other way around, so it feels a bit wrong to me that the project manager's requests even exist.",,"high level, other way around",idiom
481,I am not sue I understand the highlight.,highlight,I am not sue I understand the emphasis.,"During the art class, I am not sure I understand how to apply the highlight with this paintbrush.",,highlight,metaphor
1632,You actually highlighted the underlying issue I am having!,"highlighted, underlying",You actually brought attention to the fundamental issue I am having!,You actually ignored the underlying issue I am having!,,"highlighted, underlying",metaphor
1583,Worth highlighting this a bit somehow.,highlighting,Worth focusing on this a bit somehow.,Worth purchasing a highlighter pen to mark this a bit somehow.,,highlighting,metaphor
176,"Anyway, I'll stop hijacking the thread :) It's a great post.","hijacking, thread","Anyway, I'll stop changing the focus of the conversation :) It's a great post.","Anyway, I'll cease capturing the sewing thread :) It's a fantastic spool.",,"hijacking, thread",metaphor
360,GH search is very hit and miss.,hit and miss,GH search is very unpredictable.,"The basketball player's free throw was hit and miss, sometimes making it and sometimes missing.",,hit and miss,idiom
355,Generally @IllusionMH hit the nail on the head.,hit the nail on the head,Generally solved the exact issue.,"Generally, @IllusionMH hit the nail on the head while hanging a picture frame.",,hit the nail on the head,idiom
442,Hopefully this hits the nail on the head!,hits the nail on the head,Hopefully this describes exactly what is causing the problem!,Hopefully this dart hits the bullseye!,,hits the nail on the head,idiom
95,"@zbyna We'll know when VSCode updates to at least Electron [19.1]([URL]) or [20.2]([URL])
I wouldn't hold my breath though.",hold my breath,"@zbyna We'll know when VSCode updates to at least Electron [19.1]([URL]) or [20.2]([URL])
I wouldn't wait for it though.","@zbyna We'll know when the flowers bloom at least until spring or summer.
I wouldn't expect them to bloom anytime soon though.",,hold my breath,idiom
691,"I would be 100% in favor of PowerToys building out a dynamic/tiling window manager, but I won't hold my breath given the complexity and niche.",hold my breath,"I would be 100% in favor of PowerToys building out a dynamic/tiling window manager, but I won't anticipate it given the complexity and niche.","I would be 100% in favor of building a fully autonomous underwater transportation system, but I won't hold my breath while underwater given the complexity and niche.",,hold my breath,idiom
140,"All this is about educating people more about testing really :)
PS: I do not not hold the holy grail to testing.",holy grail,"All this is about educating people more about assesment really :)PS: I do not not have the ""ultimate goal ""to testing.","The movie is about finding the lost artifact of the holy grail, a historical treasure hunt, really :)
PS: I do not possess the map to the holy grail's location.",,holy grail,idiom
1050,"Once you hook this up, you have one last problem.",hook this up,"Once you implement this, you have one last problem","After you attach the fishing hook to this line, there's one final obstacle to tackle.",,hook this up,idiom
325,"fair feedback, we could definitely hook this up in the workspace trust editor and tweak the wording of the dialog.","hook this up, tweak the wording","fair feedback, we could definitely use this in the workspace trust editor and change the phrases of the dialog.","Accurate feedback, we could definitely hook this to the fishing rood and adjust the reel speed for smoother retrieval.",,"hook this up, tweak the wording",idiom
1523,"VSCode file watching on Linux has become ""hot garbage"" in the last couple/few months.",hot garbage,"VSCode file watching on Linux has become ""very bad"" in the last couple/few months.","The cleanliness of my neighborhood has become a ""dumpster fire"" in the last couple/few months.",,hot garbage,idiom
444,Hours wasted on this brah.,Hours wasted on,Hours spent for no result on this brah,Efforts focused on this brah.,,Hours wasted on,idiom
909,its still not smarter than human though 😄,human,its still not smarter than us though 😄,its still not faster than a cheetah though 😄,,human,metaphor
860,It took me quite some time to hunt this one down.,hunt,It took me quite some time to find this one.,It took me quite some time to hunt this rare animal down.,,hunt,metaphor
1023,"Of course, doesn't hurt to support them.",hurt,"Of course, doesn't cause any issue to support them.","Of course, applying a bandage doesn't hurt to support their injured ankle.",,hurt,metaphor
1317,"The ""delete"" bell sound is hurting my ears",hurting my ears,"The ""delete"" bell sound is awful.",The high-pitched whistle is hurting my ears.,,hurting my ears,idiom
541,I guess it double hurts my chances as a developer if all my development packages are excluded from search 😋,hurts my chances,I guess it crushes my likelihood as a developer if all my development packages are excluded from search 😋,I guess it doubles my opportunities as a developer if all my development packages are excluded from search 😋,,hurts my chances,idiom
503,"I created a patch, but somebody please better tell me how I can split the `options` hash into standard keys that are used by the Routes module and into extra keys that are supposed to be request parameters, because what I've done just hurts my eyes :/.",hurts my eyes,"I created a patch, but somebody please better tell me how I can split the `options` hash into standard keys that are used by the Routes module and into extra keys that are supposed to be request parameters, because what I've done is difficult to look at :/","I set up a bird feeder, but somebody please teach me how I can separate the types of bird food into regular seeds that attract common birds and into specialized feed that attracts specific bird species, because the current arrangement is visually unappealing.",,hurts my eyes,idiom
467,I am all ears if there is an alternative method for this.,I am all ears,I am waiting eagerly to hear if there is an alternative method for this.,I am all eyes if there is a visual demonstration for this.,,I am all ears,idiom
229,But I am all eyes if we get a better solutino to this.,I am all eyes,But I'm paying attention if we get a better solutino to this.,"After the eye surgery, I am all eyes, able to see much more clearly than before.",,I am all eyes,idiom
788,"If only I could configure it so that ctrl-Click was select-word, I'd be golden.",I'd be golden,"If only I could configure it so that ctrl-Click was select-word, I would be very happy.","If only I could adjust the controls so that moving the joystick to the left activated a powerful attack, I'd become an unstoppable force in the game.",,I'd be golden,idiom
235,But I'm all ears for something better.,Im all ears,But im willing to hear if you have something better,But I'm open to listening a new playlist of songs.,,Im all ears,idiom
475,I am impacted by this.,impact,I am strongly affected by this,I have a dental cavity impacted by this sweet treat.,,impact,metaphor
1646,"You saw it with quicklists, Redis is not an impenetrable castle _if something really worthwhile is provided_.",impenetrable castle,"You saw it with quicklists, Redis is not a fortress _if something really worthwhile is provided_.","You saw it with quicklists, Redis is not a closed book if something really worthwhile is provided.",,impenetrable castle,idiom
450,"However, it's being kind of finicky with respect to device ordinals in a way that T5 normally is not.","in a way, Finicky","However, it's behaving unpredictably with regard to device ordinals, which is unusual for T5.","However, it's being kind of finicky with respect to cleanliness in a way that a vacuum cleaner normally is not.",,in a way,idiom
912,Jruby with rails master is totally in bad shape.,in bad shape,Jruby with rails master is broken,Jruby with rails master is definitely in top condition.,,in bad shape,idiom
1141,So seems good to me but I will report here in cas of comeback.,in cas of comeback,So seems good to me but I will report here if it returns,"So the taste is pleasing to me, but I will provide a review here in case of a second serving.",,in cas of comeback,idiom
1535,We can leave it here in limbo for general testing and I can self-host it on my machine.,in limbo,We can leave it here in a state of ambiguity for general testing and I can self-host it on my machine.,We can leave it here under review for general testing and I can self-host it on my machine.,,in limbo,metaphor
508,I did just discover this problem affects me in more ways than one.,in more ways than one,I did just discover this problem affects me on several topics.,I did just find out that this new exercise routine benefits me in more ways than one.,,in more ways than one,idiom
1628,"Yes, that's the end state in my mind.",in my mind,"Yes, that's the end state if you ask me.","Yes, that's the concluding chapter of this book.",,in my mind,idiom
476,"I am in no way pretending I got the wording right 😄 I'm perfectly fine putting in whatever you feel is suitable (the above IMHO is good enough, if a bit long).",in no way pretending,"I am not lying when I got the wording right 😄 I'm perfectly fine putting in whatever you feel is suitable (the above IMHO is good enough, if a bit long).","I am in no way pretending I mastered the dance routine 😄 I'm perfectly fine putting in whatever moves you feel is suitable (the above IMHO is good enough, if a bit complex).",,in no way pretending,idiom
684,I wish I knew more about why we supported that in the first place.,in the first place,I wish I knew more about why we supported that initially.,I wish I knew more about why we opposed that in the long run.,,in the first place,idiom
766,I'm wondering how this got into the PR in the first place.,in the first place,I'm wondering how this got into the PR in the beginning.,I'm wondering how this item was placed in the first position of the race.,,in the first place,idiom
1259,Thanks for letting me argue my reasoning for having them there in the first place!,in the first place,Thanks for letting me argue my reasoning for having them there initially!,"In the first place, please put your shoes on the rack before entering the house.",,in the first place,idiom
1126,So between the four of you this domain is in the good hands.,in the good hands,So between the four of you this domain is in the care of capable people.,"After the surgery, the patient's recovery was in the good hands of the skilled nursing staff.",,in the good hands,idiom
899,"It's not the whole field of nlp, but a conversional agent, so `conversational_agent` or something in the same vein/shorter would be better here :-)",in the same vein,"It's not the whole field of nlp, but a conversional agent, so `conversational_agent` or something similar/shorter would be better here :-)","This swimming pool is not the entire ocean, but a butterfly stroke, so a smaller body of water or something similar would be better here :-)",,in the same vein,idiom
127,"Ah, this is good insight.",insight,"Ah, this is a good example.","Ah, this is good coffee.",,insight,metaphor
477,"I am literally getting the same issue, invested hours trying to figure out what is wrong but still did not get it.","invested, get","I am literally getting the same issue, worked for hours trying to figure out what is wrong but still did not solve it.","I am getting fresh vegetables after I invested hours in planting seeds, I was excited to finally get fresh vegetables from my garden.",,"invested hours, get",metaphor
698,"I wouldn't take the Git extension as an example, it's a dinosaur by now.",it's a dinosaur by now,"I wouldn't take the Git extension as an example, it's obsolete.","I wouldn't utilize the Gramophone as a case study, it's obsolete by now.",,it's a dinosaur by now,idiom
608,I still say it's bananas that we need to add 111 lines to our settings JSON to disable italics instead of checking one box.,it's bananas,I still say it's insane that we need to add 111 lines to our settings JSON to disable italics instead of checking one box.,I still say it's crazy that we need to add 111 ingredients to our recipe instead of using a ready-made spice mix.,,it's bananas,idiom
974,Moving through each option with the arrow keys the documentation will swap up and down depending on the space creating the jarring experience.,jarring experience,Moving through each option with the arrow keys the documentation will swap up and down depending on the space creating the unpleasant experience.,"Hovering over each item with the mouse pointer, the dropdown menu will remain hidden regardless of the cursor's position, providing a clutter-free and distraction-free user experience.",,jarring experience,idiom
1072,pausing my dropbox sync did the job.,job,pausing my dropbox sync solved the problem.,pausing my dropbox sync created the problem.,,job,metaphor
1000,"No worries, was just joking around why neither Lysandre nor I had seen it :)",joking around,"No worries, was just kidding why neither Lysandre nor I had seen it :)","No concerns, I was just joking around why neither of us had noticed that hidden trail :)",,joking around,idiom
732,I'm happy to defer to your judgement here.,judgement,I'm happy to defer to your decision here.,I'm content to entrust the choice to you in this car dealership.,,judgement,metaphor
468,I am also happy to jump on google meet or whatever is required,jump on,I am also happy to attend a meeting on google meet or whatever is required,I am also happy to stay grounded or whatever is required for the game.,,jump on,metaphor
930,Let me know and I can jump on it.,jump on it,Let me know and I can start working on it.,The dog heard its owner's voice and jumped on him.,,jump on it,idiom
706,"I'd like to jump on the 2.6 bandwagon, but we are still using CentOS 5.",jump on the 2.6 bandwagon,"I'd like to adopt the 2.6 relese, but we are still using CentOS 5.","I'd like to jump on the trampoline, but we are still using the old springs, which are rusty and could be dangerous.",,jump on the 2.6 bandwagon,idiom
1123,"Since these are generally short-lived processes, I am constantly jumping back and forth between the machines, and MWB is handy enough that I bother to set it up every time I need to work on multiple computers at once.","jumping back and forth, handy enough","Since these are generally short-lived processes, I am constantly alternateing between between the machines, and MWB is useful such that I bother to set it up every time I need to work on multiple computers at once.","Since these are generally long-lasting processes, I am stationary and focused on a single machine, and MWB is not useful enough that I avoid setting it up every time I need to work on a single computer.",,"jumping back and forth, handy enough",idiom
1091,Randomly jumping in this thread :-),jumping in this thread,Randomly joining the discussion :-),Unexpectedly hopping onto this knitting project :-),,jumping in this thread,idiom
1088,"PS, thanks for jumping on this quickly :)",jumping on,"PS, thanks for working on this quickly :)","PS, thanks for jumping on this trampoline with me :)",,jumping on,idiom
1131,So I feel like we're jumping to solutions before we actually talk about what the problems are.,jumping to solutions,So I feel like we're deciding on solutions before we actually talk about what the problems are.,So I feel like we've throughly discussed before we reached to the conclusion.,,jumping to solutions,idiom
1527,Was just following suit to the editor but yeah can change that,just following suit,Was mimicing the editor but yeah can change that,"I was simply imitating the editor's handwriting, but yeah, I can adjust that.",,just following suit,idiom
190,"As said above, i'm just getting familiar with the code -- suggestions are welcome.",just getting familiar,"As said above, i'm starting to learn the code -- suggestions are welcome.","As said above, I'm just getting to know my new pet dog – suggestions for bonding activities are welcome.",,just getting familiar,idiom
682,I will rerun it again now just in case.),just in case,I will rerun it again now to make sure we don't get undesirable results.),"I will rerun it again now, as I found the perfect case, just in its size and material.",,just in case,idiom
918,Just my 2 cents from the birds eye perspective,"Just my 2 cents, birds eye perspective",Just my basic understanding from the overall perspective,Just my 2 cents from the bird's eye perspective: That golden-winged warbler is a rare sight in these parts.,,"Just my 2 cents, birds eye perspective",idiom
1613,"Yeah, maybe in another PR, will keep a note.",keep a note,"Yeah, maybe in another PR, will remember.","For her science project, she decided to keep a note of the plant's growth every day.",,keep a note,idiom
712,I'll keep an eye on the PR and be happy to update after guidance.,keep an eye on,I'll continuesly observe the PR and be happy to update after guidance.,I'll keep a surveillance camera on the construction site and be pleased to make adjustments based on instructions.,,keep an eye on,idiom
731,I'm going to try this and keep an eye on it.,keep an eye on,I'm going to try this and concentrate on it.,I'm going to try this new contact lens solution and keep an actual eye on the case.,,keep an eye on,idiom
275,Closing but please keep an eye open if this happens again,keep an eye open,Closing but please pay attention if this happens again,He was closing the window but had to keep an eye open to ensure he didn't accidentally trap the cat's tail.,,keep an eye open,idiom
6,:smile: Best to keep it all in one place.,keep it all in one place,:smile: It is better to organize all of it in the same location.,:smile: Best to spread it all out evenly.,,keep it all in one place,idiom
866,It won't keep the speed up we are looking for.,"keep the speed up, looking for",It won't maintain current performance we are looking for.,"The broken treadmill won't keep the speed up, so it's not suitable for our high-intensity workout.",,"keep the speed up, looking for",idiom
209,"Believe that restriction has been removed, once again, we're trying to keep topics on track",keep topics on track,"Believe that restriction has been removed, once again, we're trying to discuss topics related to this","Believe that the roller coaster's safety restriction has been imposed, once again, we're trying to keep the riders on the track.",,keep topics on track,idiom
1294,"That is really a good idea, please open a new issue for that so we can keep track of it and then we can close this one.",keep track of,"That is really a good idea, please open a new issue for that so we can moniter it and then we can close this one.","That is really a good idea for a racing event, please set up a new checkpoint for that so we can keep track of it and then we can close this circuit.",,keep track of,idiom
32,@crutkas I like to keep very few things in my system tray.,keep very few things,@crutkas I like to keep very few icons in my taskbar,"@crutkas, I like to keep very few apps on my phone.",,keep very few things,idiom
678,I will look into it and keep you in the loop.,keep you in the loop,I will investigate it and keep you informed.,I will look into the broken pieces of the pottery and help you in restoring them.,,keep you in the loop,idiom
713,"I'll keep trying to fix this, but fair warning I already tried a bit and kept hitting walls.",kept hitting walls,"I'll keep trying to fix this, but fair warning I already tried a bit and kept encountering issues.","I'll keep trying to navigate this foreign city, but fair warning I already wandered a bit and ran into confusing intersections.",,kept hitting walls,idiom
958,May need to kick this back.,kick this back,May need to postpone this.,May need to kick the ball back to the goalkeeper.,,kick this back,idiom
248,"but that seems a little like kicking the bucket, and could/would cause issues when users forgot to regenerate a new key on their servers.",kicking the bucket,"but that seems a little like expiring it, and could/would cause issues when users forgot to regenerate a new key on their servers.","but that seems a little like uprooting the plant, and could/would cause issues when gardeners forgot to replant it in their gardens.",,kicking the bucket,idiom
8,(+ It has great documentation :) It's pure Laravel but it'll help you kickstart your next application with ease.,kickstart,(+ It has great documentation :) It's pure Laravel but it'll help you initate your next application with simplicity.,(- It has bad documentation :) It's pure Laravel but it'll not help you build your next application with precision.,,Kickstart,metaphor
631,I think that adding `@flow` to `SyntheticEvent` would kill two birds in one stone :),kill two birds in one stone,I think that adding `@flow` to `SyntheticEvent` would solve two requests :),I believe that catching two birds in one net during our wild bird-hunting excursion would be a remarkable feat :),,kill two birds in one stone,idiom
784,"If it indeed is, it would kill two birds with one stone.",kill two birds with one stone,"If it indeed is, it would finish two tasks at once.","If the stone is indeed heavy enough, it would kill two birds with one throw.",,kill two birds with one stone,idiom
1402,this duplication kills me a little bit :),kills me a little bit,this duplication annoys me :),"This spicy food kills me a little bit, but it's delicious.",,kills me a little bit,idiom
1403,This feels like a nested dual failure honestly.,dual failure,This feels like a mulit-level issue honestly.,This feels like a double-edged sword honestly.,,kills me a little bit,idiom
61,"@mjbvz - Still happens on latest version on MAC 😭
Totally kills my focus !!",kills my focus,"@mjbvz - Still happens on latest version on MAC 😭
Totally distracts me!!","@mjbvz - Still happens on latest version on MAC 😭
Absolutely drains my battery !!",,kills my focus,idiom
926,Kind of crazy that you could do this in the first place :D,"Kind of crazy, in the first place",Kind of strange that you could do this at the beginning :D,Completely normal that you won't be able to do this in the first place :(,,"Kind of crazy, in the first place",idiom
548,I have also recently begun seeing this with some apps - kind of hit and miss which are impacted.,kind of hit and miss,I have also recently begun seeing this with some apps - which are impacted.,"I have also recently started playing a game that involves darts, and it's kind of a hit and miss trying to predict which targets are affected.",,kind of hit and miss,idiom
1139,"So it's kinda of poor's man printing floating numbers not quickly and accurately, but reasonably well.",kinda of poor's man,"So it's a cheap way of printing floating numbers not quickly and accurately, but reasonably well.","So it's somewhat similar to a basic printing process used by individuals with limited resources, not the most efficient or precise, but still acceptable.",,kinda of poor's man,idiom
1095,React is made by humans for humans and kindness goes a long way.,kindness goes a long way,React is made by humans for humans and the kindness repays manifold in the kindness received.,"During the charity marathon, kindness goes a long way, covering over 20 kilometers of ground.",,kindness goes a long way,idiom
927,"Knock Knock, I am also facing the same problem.",knock knock,notice that I am also facing the same problem.,"Knock, knock on the door, I am also facing the same problem with my keys being stuck in the lock.",,knock knock,metaphor
540,I guess I knocked on wrong door.,knocked on wrong door,I guess I presented the wrong opportunity.,I guess I knocked on the wrong door and ended up in the storage room.,,knocked on wrong door,idiom
1558,"We've attempted something similar before taking this approach, this was definitely our last resort :laughing: .",last resort,"We've attempted something similar before taking this approach, this was definitely our finall attempt after every other trial failed :laughing: .","We've attempted to find other locations before this, but unfortunately, they were all unavailable. This place was definitely our last resort. :laughing:",,last resort,idiom
738,"I'm late to the party, but it seems to be a long running one anyhow.. ;-)","late to the party, long running one","I'm behind , but it seems to be a still in progress anyhow.. ;-)","I'm late to the birthday party, but it appears to be a long running celebration with many activities planned throughout the day.",,"late to the party, long running one",idiom
606,I sort of am but having a lazy evening.,lazy evening,I sort of am but having a uneventful evening.,I sort of am but enjoying a movie night.,,lazy evening,metaphor
1627,"Yes, not so happy with it anymore anyway because now that we made most services lazy, a workbench contribution may appear as slow even though it just happens to require some fat services.","lazy, fat","Yes, not so happy with it anymore anyway because now that we made most services inactive, a workbench contribution may appear as slow even though it just happens to require some large scale services.","Yes, even happier with it now because now that we optimized most processes, a workbench contribution appears as fast even though it just happens to require some lightweight services.",,"lazy, fat",metaphor
1248,Thanks again for helping lead this great community!,lead this great community,Thanks again for helping instruct the team!,Thanks again for directing the growth of this magnificent garden!,,lead this great community,idiom
1608,Yeah just trying to be resilient but fine not supporting shenanigans that lead to no head,lead to no head,Yeah just trying to be resilient but fine not supporting shenanigans that doesn't cause issues,"Yeah, just trying to be resilient but fine, not supporting hobbies that result in sleepless nights.",,lead to no head,idiom
1531,"We all learn in the hard way, @alaradirik.",learn in the hard way,"We all experience difficulty understanding, @alaradirik.","We all learn by taking baby steps, @alaradirik.",,learn in the hard way,idiom
226,But have you ever seen learning curve as odd as this one?,learning curve,But have you ever seen an adapting time for functions as odd as this one?,But have you ever seen mountain slope as curved as this one?,,learning curve,idiom
1214,"Sure, there might be a learning curve, but you can elect to use another's build instead.",learning curve,"Sure, there might be time needed to acclimate, but you can elect to use another's build instead.","Sure, there might be a dance routine, but you can choose to follow someone else's choreography instead.",,learning curve,idiom
1074,"PHPUnit is there, does the job pretty darn well, we don't have to hit all the dinosaurs and newcomers with yet another cool thing that adds to the learning curve, right?","learning curve, dinosaurs, newcomers","PHPUnit is there, does the job pretty darn well, we don't have to hit all the long-time users and new users with yet another cool thing that adds to the time it takes to learn, right?","PHPUnit is there but it does not do the job pretty efficiently, we need a new tool for both experienced developers and beginners with an automated testing feature that reduces the workload, right?",,"learning curve, dinosaurs, newcomers",metaphor
867,"It won't, please leave them in.",leave them in,"It won't, please do not remove them.","It won't fit, so please leave them in the storage room.",,leave them in,idiom
252,"But the very least, there are a whole lot of Enterprise users on a fully supported LTSC version who are left in the cold right now.",left in the cold,"But the very least, there are a whole lot of Enterprise users on a fully supported LTSC version who are abancdoned right now.","But the very least, there are a whole lot of campers left in the cold without any shelter right now.",,left in the cold,idiom
493,"I believe the review I'd left was about a way to make this a little less clunky, but it's nbd.","left, way","I believe the review I'd wrote was about a method to make this a little less clunky, but it's nbd.","I believe the review I submitted was about a suggestion to make this a more user-friendly platform, but it's valid.",,"left, way",metaphor
1389,"These legacy choices are painful, but changing them also causes many issues for downstream users 💔 @JoaoLages I've added three actions points for me","legacy, painful, downstream","These legacy choices are outdated, but changing them also causes many issues for long-time users 💔 @JoaoLages I've added three actions points for me","These innovative choices are delightful, and changing them also resolves many issues for downstream users ❤️ @JoaoLages I've removed three actions points for me.",,"legacy, painful, downstream",metaphor
868,"It works, and you're a legend.",legend,"It works, and you'll be remembered for this.",Its origins and legends are an ancient tale.,,legend,metaphor
811,"If you want, I would lend a dumb layman's' eye for improving for the likes of me.",lend a dumb layman's' eye,"If you want, I would lend a fool for improving for the likes of me.","If you prefer, I won't provide any insights from an unskilled swimmer to enhance your technique for someone like me.",,lend a dumb layman's' eye,idiom
313,Edit: I would like to lend a hand to close this issue.,lend a hand,Edit: I would like to help to close this issue.,Edit: I would like to help to close this deal.,,lend a hand,idiom
1258,Thanks for lending your keen eye 👁️,lending your keen eye,Thanks for helping us search 👁️,Thanks for lending your telescope for our stargazing event.,,lending your keen eye,idiom
929,Less in your face than 0.27 i feel like.,Less in your face,More subtle then 0.27 i feel like,"Smoother than version 0.27, I feel like.",,Less in your face,idiom
1017,Not sure which is the lesser of two evils?,lesser of two evils,Not sure which is the lesser of two evils?,Not sure which is the milder of two spicy dishes?,,lesser of two evils,idiom
1,"- `useCommand()` – very interesting, let me sleep on it, I think it is a good alternative.",let me sleep on,"- `useCommand()` – very interesting, let me consider it, I think it is a good alternative.","""Memory foam mattress"" – very interesting, let me sleep on this cozy mattress, I think it is a good alternative to my old bed.",,let me sleep on,idiom
26,"@bvaughn thank you so much, you're life saver",life saver,"@bvaughn thank you so much, you've been a lot of help","@bvaughn, that new inflatable raft you designed is literally a life saver",,life saver,metaphor
34,@dcporter44 You're an absolute life-saver.,life-saver,@dcporter44 You're an absolute gentleman.,@dcporter44 You're an absolute instructor for first aid life-saving techniques.,,life-saver,idiom
