id,text,Positive,Negative,Neutral
6222,Your CODE_FRAGMENT method will pass a CODE_FRAGMENT directly to CODE_FRAGMENT.,0,0,1
4948,"Your showFields method needs to traverse FILE_NAME hierarchy, something like this.",0,0,1
5880,"Btw, you can also try apache http components.",0,0,1
4568,"When you add 3 hours, you will get March 30, 2010 02:00 UTC.",0,0,1
2088,So my Stream was finally.,0,0,1
1646,"If it is 1 then updateBar will be called once, if 2 then updateBar will be called twice etc..",0,0,1
4626,Note that the time zone ( for Rome ) is specified.,0,0,1
595,Using a concurrent data structure lets you get rid of the synchronized block.,0,0,1
5395,Add other jars from your JDK.,0,0,1
402,and you should get the following test results.,0,0,1
5790,I found that I needed to adjust the Apache configuration to include a ServerName or ServerAlias for the host.,0,0,1
3422,"You can add a util method to your test, something like.",0,0,1
5347,"Otherwise, it is important to have the callback instance deregister itself in it's finalize method.",0,0,1
5491,"I wouldn't use CODE_FRAGMENT, I suggest using CODE_FRAGMENT or CODE_FRAGMENT or CODE_FRAGMENT or ( if you have to ) CODE_FRAGMENT.",0,0,1
1731,can be found here.,0,0,1
3352,So I first tried to compile the sweet-alert-dialog project and I found out that I need to first somehow include the materialish-progress.,0,0,1
740,Gotcha!,0,0,1
1772,Can you do something like this were Java is FILE_NAME library.,0,0,1
2897,I took help from this Question.,0,0,1
3630,"The API_NAME ( String regex,.",0,0,1
2700,See also `Is there a Java equivalent or methodology for the typedef keyword in C++? ',0,0,1
6124,Any Idea how to solve such problem when using CGLIB proxies?,0,0,1
1871,"I've separated the loop body into two statements for clarity, but it's equivalent to.",0,0,1
3410,"I have a session bean, declared as.",0,0,1
744,The full story here!,0,0,1
4953,Let's assume my model looks like this.,0,0,1
1193,Hope that helps.,0,0,1
600,You could also use.,0,0,1
2538,I am using API_NAME for encoding.,0,0,1
4168,safety and scope beans to current thread.,0,0,1
641,In my main method im parsing the command line arguments like this.,0,0,1
1928,`users' table is located in newly created database.,0,0,1
1335,"When the CODE_FRAGMENT command fails, it's almost always because of one of two things.",0,0,1
3755,You can also retrieve the item by calling API_NAME ( ``Test1 '') and it will return the item associated with Test1.,0,0,1
3847,I'm trying to compile a tool which uses apache ant on linux.,0,0,1
2152,Here is my API_NAME.,0,0,1
907,I was wondering if it is possible to do something like this.,0,0,1
6302,"If you decalre CODE_FRAGMENT means all EC, CC, PT and HC values are one.",0,0,1
2580,( see: this answer ).,0,0,1
5643,Warning is -.,0,0,1
2073,I try to split the String ``NUMBER ''to 2 new Strings.,0,0,1
1298,My code is as follows.,0,0,1
650,It gives me the `Failed to Create the Java Virtual Machine '.,0,0,1
2366,You will have to remove ( ) and add ( ) the Object whose ``score ''changed for it to move to its new position in the queue.,0,0,1
1531,"Then I see, that criteriaBuilder don't have method createCriteriaUpdate.",0,0,1
5233,How can I detect a USB device plug in and out ( kind of listening ) with Java?,0,0,1
3797,I have integrated sonarQube for code analysis.,0,0,1
227,"because this API depends on which server ( tomcat, jetty ) you are using.",0,0,1
5114,"Due to type erasure, it will have a method CODE_FRAGMENT on the byte code level.",0,0,1
4679,"If i double click each music ( sample1, sample2 ), the music that I choose is playing.",0,0,1
5738,What Left.,0,0,1
5208,"After configure FILE_NAME to handle the payment process, following the instructions from here, I run my application and try checkout an order with paypal.",0,0,1
6186,In the following 2 lines of code.,0,0,1
1427,So the question is: Is there another library you can recommend that I missed?,0,0,1
3487,"Note, however, it's called CODE_FRAGMENT, with a capital D.",0,0,1
4513,The image below shows that it's being compiled from the Maven script.,0,0,1
3224,"Then you can do what you want with the Collection: sort it, loop through it, create a Comparator etc..",0,0,1
6070,Loading and storing bytes in the byte [ ] consumes 1/2 the bandwidth versus chars in the char [ ].,0,0,1
764,So if you annotate FILE_NAME only with CODE_FRAGMENT it will not get exported.,0,0,1
4387,WEB_ADDRESS #UNWRAP_ROOT_VALUE - see FILE_NAME #WRAP_ROOT_VALUE as well.,0,0,1
3409,Version of Spring is NUMBER.,0,0,1
4332,If I make the toString method static I get a different error in the FILE_NAME.,0,0,1
4926,how I could achieve this.,0,0,1
5490,And use Java code like this.,0,0,1
2734,Wrong JSF tags.,0,0,1
2322,"Note that the byte is written as given; to write a character that will be translated according to the platform's default character encoding, use the print ( char ) or println ( char ) methods.",0,0,1
3341,They are equivalent when you use them as is with CODE_FRAGMENT.,0,0,1
4826,"I cant use Date format,, only string.",0,0,1
3076,This uses ByteBuffer's CODE_FRAGMENT method.,0,0,1
4018,You should be able to do this by adding the parameter CODE_FRAGMENT.,0,0,1
228,so it comes with the server.,0,0,1
40,Use this construct.,0,0,1
6064,( Should be visible in a couple of days ).,0,0,1
4795,I am using batik library to create pdf document from svg file.,0,0,1
2605,How is blocking performed?,0,0,1
2241,3 ) Edit API_NAME configuration file ( in the `bower_component's folder ) and specify path for each js library components.,0,0,1
886,You also do not have to hardcode anything like CODE_FRAGMENT or CODE_FRAGMENT in your reflective code.,0,0,1
642,If I'm now running my programm with the following command.,0,0,1
232,Below are the features of Intellij IDEA ultimate edition.,0,0,1
6140,"On each iteration through the loop, you're incrementing CODE_FRAGMENT as well as CODE_FRAGMENT.",0,0,1
446,Here are my classes.,0,0,1
5173,I am using a regex that would basically regex for the following URL.,0,0,1
3907,"If you need to shorten the button code, Use View's in OnClick ( ) with help of switch statement.",0,0,1
331,I have already created a custom access decision voter and using it in a custom access decision manager.,0,0,1
3788,What method should I use to update existing ldap objects?,0,0,1
3389,Provide path from src or bin to file location ( Running from eclipse ).,0,0,1
179,I am executing a batch file FILE_NAME program.,0,0,1
467,Any help here?,0,0,1
529,"You're creating an array that is as long as the original array passed in ( which fills all elements with null ), but not necessarily filling all the slots.",0,0,1
3029,"As well, I am adding a set amount of Labels using an array and a for loop,.",0,0,1
2475,Maybe try put your data into BlockingQueue and in main thread take data.,0,0,1
4264,And here is how you can get back the term vectors from ES.,0,0,1
5505,How can i solve it.,0,0,1
2809,I would like to keep that original window open throughout when the user is using the File Chooser and after.,0,0,1
445,Any help would be appreciated.,0,0,1
2270,Use API_NAME ( ) instead of API_NAME ( ) to load the extracted binaries.,0,0,1
3616,Hi I have a sample log file here.,0,0,1
2461,"You might also want to look at an API like Netty, which I believe saves you from having to write logic to re-construct messages.",0,0,1
2074,but I get a CODE_FRAGMENT.,0,0,1
1166,you can use a CODE_FRAGMENT.,0,0,1
1892,"I have the same problem, I think it caused by CODE_FRAGMENT's proxy.",0,0,1
5559,"After the request is done, all you have to do is get and iterate the Perfomance logs and find ``API_NAME ''for the requested url.",0,0,1
1128,"Even Java5's support is going to end in two days ( 30 October 2009, that is! )",0,0,1
1410,Good luck!,0,0,1
4292,"Currently, I have a method.",0,0,1
5446,The customer is sleeping while he gets his massage.,0,0,1
4426,FILE_NAME: 30 line is basically CODE_FRAGMENT.,0,0,1
4477,Either pass 4 digit year or fix your pattern.,0,0,1
6364,"``Please wait, a download is in progress ''.",0,0,1
1343,"About having FILE_NAME dependencies in a separate folder, as you suggested, that's also possible.",0,0,1
1005,And I see lot of demo and sample code about broadcasting with CODE_FRAGMENT.,0,0,1
5512,"Well, you didn't do that for CODE_FRAGMENT object CODE_FRAGMENT.",0,0,1
4653,And I've added these settings to the WebMvc FILE_NAME.,0,0,1
2744,Use CDI's CODE_FRAGMENT with CODE_FRAGMENT or JSF's CODE_FRAGMENT with CODE_FRAGMENT.,0,0,1
238,Hope this helps.,0,0,1
794,In pre java7 simulating an ``in-memory filesystem ''is fairly complex.,0,0,1
2292,After that the UI thread CODE_FRAGMENT receives the message inside the CODE_FRAGMENT method.,0,0,1
4358,Also you need not need SimpleDateFormat to increment calendar details.,0,0,1
2988,"You don't you get Neo4j cross-compiled to the client, you have to run Neo4j as part of your backend service.",0,0,1
2765,"Also to note, when asking questions usually it is worth stating which version of JSF/server/J2EE you are using ( without such information, we can not tell you which annotations you should use ).",0,0,1
4252,Refer more than here: WEB_ADDRESS.,0,0,1
5613,Session scope population can be done ( ideally using a CODE_FRAGMENT ) using.,0,0,1
1876,Your fields should generally be private.,0,0,1
3740,"If after retrying for set amount of repetitions call fails, onFailedAfterRetry ( ) is called.",0,0,1
717,Is there any way to generate call graphs automatically?,0,0,1
2828,You absolutly need to be compiling FILE_NAME JRE NUMBER!!,0,0,1
5030,"So you can see, since CODE_FRAGMENT, exception is not thrown.",0,0,1
1327,You will need to provide classpath in Jar file's manifest file.,0,0,1
4469,You can read more about it here.,0,0,1
4498,Thank you for any hint.,0,0,1
1297,API_NAME: API_NAME ( ) FILE_NAME / lang/String;.,0,0,1
1995,Our users are stored in a Windows 2008 R2 active directory.,0,0,1
1425,Then I tried my own implementation with CODE_FRAGMENT and CODE_FRAGMENT classes.,0,0,1
4957,"I'm using CODE_FRAGMENT with a jackson and I was wondering if there is any better way to build a list of building an expanded version of this list than first calling then list method and then foreaching over all the Ids, calling the detail resources and appending the result to a list.",0,0,1
1780,use CODE_FRAGMENT.,0,0,1
131,With a CODE_FRAGMENT you can easily wait for all of the tasks to be completed.,0,0,1
3448,hey ) here's how I usually achieve that.,0,0,1
4865,can not be cast to API_NAME.,0,0,1
1794,"i have an arraylist of objects, each containing a year/month/day / hour property.",0,0,1
3426,In production I would assume that you are configuring either a CODE_FRAGMENT or a CODE_FRAGMENT.,0,0,1
3851,I also have set JAVA_HOME.,0,0,1
4590,Where is my mistake?,0,0,1
1779,How should I make it to get additional string input such as another user's id?,0,0,1
2665,Is there better way than to do it manually?,0,0,1
3238,You'll need to use a regex for for the CODE_FRAGMENT path expression.,0,0,1
6294,only HC will be initialized.,0,0,1
5827,"When you have received the CODE_FRAGMENT warning ( fatal in Java ), retry opening a CODE_FRAGMENT, but this time without a host name.",0,0,1
2435,I have chosen this as a recurring pattern throughout the project.,0,0,1
3811,What do I need to change about the way I package my app so it can just use the latest Java?,0,0,1
3737,Any suggestion for a better design would be appreciated.,0,0,1
4823,Choose an appropriate locale ( or leave out the two locale arguments to use the computer's defaut ).,0,0,1
5071,"In your particular example, the code is asymmetric because the HTTP service it designed to talk to is asymmetric.",0,0,1
4075,Check TextSamplerDemo.,0,0,1
5862,Restart your Tomcat ( important ).,0,0,1
2174,I have a Unix command to send email.,0,0,1
581,Multiple Threads ( Inner classes implementing Runnable ) sharing a Data Structure ( instance variable of the FILE_NAME ).,0,0,1
122,Await( ) as per the docs says.,0,0,1
2365,Just changing the map's value externally does not reorder the priority queue.,0,0,1
4341,Remember to have a CODE_FRAGMENT clause.,0,0,1
937,attempt to interpret the areas as cells of rectangular tables.,0,0,1
967,"You do that explicitly, but they are also a transitive dependency to hibernate-validator so you would get them either way.",0,0,1
4700,"I'm FILE_NAME NUMBER on Tomcat 7,.",0,0,1
713,I have downloaded a few Android applications from Google Play.,0,0,1
4859,The FILE_NAME ( NUMBER ) is coming from camel-jaxb in my app so it seems very contained and not like this answer suggests.,0,0,1
5448,The customer leaves the salon.,0,0,1
5635,"my beans are destroyed, How on startup I can get the same bean registered.",0,0,1
3457,If you know the word can only be found once you can surely place an break; statement so the loop won't continue after finding the match.,0,0,1
1656,It's best to do it right from the start.,0,0,1
3085,Check out this link for more info.,0,0,1
1847,"Sorry, should've added more.",0,0,1
3919,"In your code, you need to replace.",0,0,1
5815,"To allow your programs to work without re-compiling, run your app as.",0,0,1
4263,Create your index like so.,0,0,1
6188,What is context and what is CODE_FRAGMENT?,0,0,1
2049,use an CODE_FRAGMENT and add a FILE_NAME if not in there already.,0,0,1
4556,The only scenario I can think of is some a application container that has been requested to abort some work.,0,0,1
2661,"What I would like to do, take any random XML, and create object which will contain timestamps, integers, strings as well maps, basically it would be all decomposed based on the XML structure.",0,0,1
2695,you could use.,0,0,1
5218,"I have this CODE_FRAGMENT file provided below,.",0,0,1
1942,If you see the source code of this method you will see that.,0,0,1
5257,"Is this due to a technical limitation for sub-pixel AA in general, or a bug in Java, or just because Java doesn't even try for translucent text, or have I missed something?",0,0,1
1051,Throw a specific/custom exception and set a specific CODE_FRAGMENT for that.,0,0,1
4283,This triggers a CODE_FRAGMENT on other tables/entities.,0,0,1
112,Thanks for any help with this.,0,0,1
3282,"( Note that nodes may have multiple style classes, though I have never understood why this is a CODE_FRAGMENT rather than a CODE_FRAGMENT. )",0,0,1
3950,I also tried using this.,0,0,1
5702,The table below shows time required by simple loop and CODE_FRAGMENT.,0,0,1
5056,"In the code you referenced, readLine is called on a BufferedReader.",0,0,1
5708,I'm working with a program that runs lengthy SQL queries and stores the processed results in a HashMap.,0,0,1
3548,Which outputs.,0,0,1
3372,Guess I'll be trying to find a creative workaround in the meantime... The proximate cause of the failure is that there are more than 5 levels of subdirectories under.,0,0,1
648,This should read all files in the single input directory.,0,0,1
810,Find out more.,0,0,1
4873,The final CODE_FRAGMENT should look like.,0,0,1
685,Hope it helps.,0,0,1
4257,"Currently, I create the index like so.",0,0,1
3905,"If you add a method to do the CODE_FRAGMENT and CODE_FRAGMENT, you can reduce the lines for each button from two to one.",0,0,1
3592,IS there any way so that I can open using the code itself.,0,0,1
248,Lets see....,0,0,1
4970,"If you prefer using a CODE_FRAGMENT, you can call CODE_FRAGMENT to get the desired result.",0,0,1
5176,I am using this.,0,0,1
3899,In the CODE_FRAGMENT listener we can determine which button was clicked.,0,0,1
2470,"Each node in the network sends periodically updated data from sensors ( voltage, current, temperature etc. ).",0,0,1
5683,"So in other words, it would be a bug to recieve a non workday in this example.",0,0,1
4984,New information shows that a partial cross-join of the data is desired.,0,0,1
5966,How do I get this string into the form of a JSONArray so that I can access it's elements.,0,0,1
2914,"So, basically you write primitives ( e.g. CODE_FRAGMENT ) or objects ( CODE_FRAGMENT ) with the CODE_FRAGMENT and then you read them back using the CODE_FRAGMENT with the corresponding CODE_FRAGMENT-methods.",0,0,1
3939,My computer's OS is Mac OS X NUMBER.,0,0,1
355,I've attached a font (.,0,0,1
949,Suggestions that I found were.,0,0,1
6280,CODE_FRAGMENT gets the value 1.,0,0,1
2323,"Edit: - Missed to add one imp line, CODE_FRAGMENT.",0,0,1
4189,"Now, about scoped proxies.",0,0,1
2159,Write to file.,0,0,1
4967,"Input SAD_FACETotalDigits Required, NaturalNumberToBeFormatted ).",0,0,1
5378,FILE_NAME files are either bz2 or gz.,0,0,1
4848,"In my case, I simply excluded the jaxb-impl that came with camel-jaxb and the application started working correctly.",0,0,1
1909,I resolve it in my branch in github using CODE_FRAGMENT annotation.,0,0,1
5339,and the callback expected takes a parameter of a record.,0,0,1
4062,"So if i changed the 1st comparator to sort by name, not price, the 2nd will changed as well, but not the opposite!",0,0,1
272,It should mean either of the following two.,0,0,1
5129,The CODE_FRAGMENT has a resolution up to nanoseconds.,0,0,1
3081,I want insert the information of this object in the Fragment.,0,0,1
6321,Furthermore is there any other better api?,0,0,1
1866,And here is the FILE_NAME.,0,0,1
4527,You don't have to base64-encode the access token before use.,0,0,1
3709,The package gets deleted in the registry.,0,0,1
4930,You may want to check CODE_FRAGMENT.,0,0,1
405,"With this annotation, you don't need the PowerMock rule anymore!",0,0,1
4462,I know the question is very broad but please help me thanks.,0,0,1
5093,Here's a question about what's the difference between them: Gson Type Adapter vs. Custom Deseralizer.,0,0,1
3635,"Since all but the day of month in the line prefix is a fixed length, the simplest solution is.",1,0,0
3480,The good news: CODE_FRAGMENT is true.,1,0,0
5685,"The set can be a CODE_FRAGMENT, and you can wrap in an unmodifiable for good measure.",1,0,0
724,APKInspector provides both analysis functions and graphic features for the users to gain deep insight into the malicious apps.,1,0,0
654,"Besides increasing your heap, most of the time, it also helps to increase your PermGen space by using the CODE_FRAGMENT paramater.",1,0,0
6106,Here's a good example from Jetty's wiki page WEB_ADDRESS.,1,0,0
2649,"As others have already said, JFormattedTextField is the best way to do this.",1,0,0
2940,but if you want you can do this.,1,0,0
5916,This configuration works very well.,1,0,0
2271,That way you don't need to worry about API_NAME.,1,0,0
743,Problem solved.,1,0,0
5052,"If you are looking for a way to write to streams in a more intuitive way, try CODE_FRAGMENT.",1,0,0
137,I would recommend that you check the documentation for what they do.,1,0,0
664,You include your if / switch in a Factory which takes care of the ugliness and hides the abundance of ifs.,1,0,0
4897,"It is able to handle all polygon cases, including the self-intersecting ones.",1,0,0
519,Enabled and pointed my client to a secure port on my container and the last example ( the one that causes the exception ) works successfully.,1,0,0
182,When I print the path of the resource using API_NAME ( ''/ resource/API _ NAME'' ) it gives the path correctly as.,1,0,0
1726,Javolution Structs supports mapping of off heap memory as a data structure.,1,0,0
4651,I finally managed to get it to work.,1,0,0
910,There is a slight improvement that you can do that uses the CODE_FRAGMENT's internal cache by using its CODE_FRAGMENT method.,1,0,0
1517,"CODE_FRAGMENT overrides these methods, so there is no fear that such an Exception will be thrown.",1,0,0
5007,Databases are much better at handling data than Java.,1,0,0
6238,Now we're getting to the good part.,1,0,0
424,CODE_FRAGMENT is designed for increased read efficiency ( since this is the primary use of the API ).,1,0,0
1167,This will preserve the insertion order and insure no duplicates.,1,0,0
469,And you're able to use an external configuration file ( no extender needed ) to configure your logging.,1,0,0
4423,Earlier I was writing the file to local machine then it was working fine.,1,0,0
4982,"Comparison time should be fast, so total run time should be only slightly more than sum of run time for each ordered query.",1,0,0
2137,This works for me.,1,0,0
5262,it's worth a shot.,1,0,0
1930,Follow the steps otherwise your code is fine.,1,0,0
5005,Congratulations.,1,0,0
1011,But in the main case it works good enough.,1,0,0
69,Hope that helps some of you with the same problem.,1,0,0
1017,Stable and production ready lib.,1,0,0
3922,There is a good example showing how to put a file onto WebDAV server.,1,0,0
6094,"With the new design, they could also support other encodings in future.",1,0,0
5731,The application is complete and working fine.,1,0,0
5026,I understand the boolean expression here.,1,0,0
1683,Useful links.,1,0,0
2805,"Solved, in case anyone stumbles upon similar problem.",1,0,0
269,Which we currently are saved from using CODE_FRAGMENT.,1,0,0
5707,This should almost be obvious.,1,0,0
2761,"Curiously, you are doing it right for the CODE_FRAGMENT property.",1,0,0
823,"It will do the correct, ``legal ''stuff.",1,0,0
1102,This provides the method CODE_FRAGMENT for inserting the element at specific location and it is very efficient.,1,0,0
4710,but you can use the very util FILE_NAME like.,1,0,0
5518,This works fine.,1,0,0
1648,take a look FILE_NAME executors as these will help with your scheduling and remove the need for the sleep.,1,0,0
5658,"Better to use FILE_NAME API ( there are several, I am not sure which one is better ), it's more straightforward solution.",1,0,0
1320,Well a solution that works for me.,1,0,0
3560,"It seems, after a quick google search, that a popular solution to this is using CODE_FRAGMENT.",1,0,0
4126,And running your CODE_FRAGMENT will succeed.,1,0,0
5671,"I still think it's not the best design, but I did quite a bit of testing and can say with a good bit of confidence that it had no real impact on performance.",1,0,0
3941,Note: There were no errors in the console and the CODE_FRAGMENT function was working perfectly.,1,0,0
2545,"In lieu of that, however, in my experience, ASM offers probably the best combination of maturity, flexibility, and ease-of-use.",1,0,0
2364,I wouldn't worry too much about memory consumption unless you either have an insane number of tracks or several different maps floating around.,1,0,0
4737,FILE_NAME under test uses FILE_NAME that has a simple autowired configuration bean.,1,0,0
5680,"Or since in NUMBER% of cases, day will be correct.",1,0,0
3185,The FILE_NAME file will compile without and trouble.,1,0,0
3562,This might prove to be useful unbescape.,1,0,0
6184,Very good example of steady pooling readHere.,1,0,0
3226,You can use Gson library ( or any other ) to parse the json object FILE_NAME object.,1,0,0
4652,"Thank you dunni for your help, you've put me on the right path.",1,0,0
5073,This is not particularly unusual... or wrong.,1,0,0
5008,"Java is a fine general programming language but databases are optimized for relational data processing: they just do it faster, with less CPU, less memory and less network traffic.",1,0,0
1590,Here's a set of solutions to this challenge for both JDK types and Eclipse Collections types using CODE_FRAGMENT.,1,0,0
1402,"John Spurlock, the create of OData4j, personally responds to almost all of the posts there.",1,0,0
5244,Here's a knocked up utility to prove the point.,1,0,0
5600,It'll be available in JSF by CODE_FRAGMENT.,1,0,0
5924,( Hopefully with a good example. ),1,0,0
1637,I can assure you it works from within a web app and also within an application using the Spring framework.,1,0,0
1036,Not an extremely expensive operation I think.,1,0,0
5792,And this code worked.,1,0,0
4853,"For example, the following works great.",1,0,0
5867,Working Configuration.,1,0,0
6328,I solved the earlier problem.,1,0,0
2202,For me this worked.,1,0,0
5626,"The following code therefore, might be ( as I have not attempted using it ) a better one, if you are willing to use Mojarra specific classes.",1,0,0
6080,"For workloads that are memory capacity constrained ( i.e. have to run with limited heap space and GC takes a lot of time ), this option can prove useful.",1,0,0
2669,There is CODE_FRAGMENT to convert XML to JSON and mongo can deal with this on it's own.,1,0,0
5015,Embrace the Joy of Sets!,1,0,0
3173,"There are many ways to solve it, the simplest is call.",1,0,0
1774,or more concisely.,1,0,0
5408,At least I can commit a project on OSX and update to Windows and it still works.,1,0,0
4261,"Ok, I finally figured out what I was looking for ( this link was also quite helpful ).",1,0,0
5927,The maintainers' rationale is covered in the JSF specification.,1,0,0
1100,because it provides the lot of flexibility and improvements over using normal arrays.,1,0,0
4570,That's correct behavior.,1,0,0
4055,That way you often don't need to implement CODE_FRAGMENT at all manually.,1,0,0
1610,Any of the 5 options listed there should work just fine though.,1,0,0
1529,It's ok.,1,0,0
6144,Using consistent indentation and sensible whitespace can make your code much easier to read.,1,0,0
6359,Addendum: CODE_FRAGMENT is useful for managing lengthy background tasks while displaying interim progress.,1,0,0
2225,Specifically for bower there looks to be a good maven plugin here.,1,0,0
5668,But this gets optimized by the JIT and there is no measurable impact in production.,1,0,0
2942,I have FILE_NAME that allows to download a file from the internet.,1,0,0
1397,"Finally, an IDE would be helpful for you.",1,0,0
2907,This solution is more flexible.,1,0,0
5694,"Even in your own parsing approach, you can make it faster by returning the enum when you parse the list.",1,0,0
6102,API_NAME can be used.,1,0,0
6089,"CharSequences can also be a lot more efficient to manipulate - subsequences can be defined as views ( pointers ) onto the original content for example, instead of copying.",1,0,0
1406,"As for iOS development with OData, the best out there is OData4ObjC.",1,0,0
6308,So far i've done this for Twitter and it works very well.,1,0,0
5990,"Also, JodaTime makes calculations with time much simpler.",1,0,0
